"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"MDG_Latin America and the Caribbean","1988","Male","15-24 year olds","Percent","92.7672508471312"
"MDG_Latin America and the Caribbean","1988","All genders","15-24 year olds","Percent","93.083409262777"
"MDG_Latin America and the Caribbean","1988","Female","15-24 year olds","Percent","93.4294211297885"
"MDG_Latin America and the Caribbean","1987","Female","15-24 year olds","Percent","93.4294211297885"
"MDG_Latin America and the Caribbean","1987","Male","15-24 year olds","Percent","92.7672508471312"
"MDG_Latin America and the Caribbean","1987","All genders","15-24 year olds","Percent","93.083409262777"
"MDG_Latin America and the Caribbean","1986","Male","15-24 year olds","Percent","92.7672508471312"
"MDG_Latin America and the Caribbean","1986","Female","15-24 year olds","Percent","93.4294211297885"
"MDG_Latin America and the Caribbean","1986","All genders","15-24 year olds","Percent","93.083409262777"
"MDG_Latin America and the Caribbean","1985","All genders","15-24 year olds","Percent","93.083409262777"
"MDG_Latin America and the Caribbean","1985","Male","15-24 year olds","Percent","92.7672508471312"
"MDG_Latin America and the Caribbean","1985","Female","15-24 year olds","Percent","93.4294211297885"
"MDG_Northern Africa","2014","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2014","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2014","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2012","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2012","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2012","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2011","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2011","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2011","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2010","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2010","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2010","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2009","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2009","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2009","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2008","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2008","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2008","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2007","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2007","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2007","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2006","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2006","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2006","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2005","All genders","15-24 year olds","Percent","89.2529058815014"
"MDG_Northern Africa","2005","Female","15-24 year olds","Percent","85.5812809378678"
"MDG_Northern Africa","2005","Male","15-24 year olds","Percent","92.7968453993563"
"MDG_Northern Africa","2004","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","2004","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","2004","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","2003","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","2003","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","2003","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","2002","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","2002","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","2002","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","2001","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","2001","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","2001","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","2000","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","2000","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","2000","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1999","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1999","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","1999","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","1998","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","1998","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1998","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","1997","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","1997","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1997","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","1996","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1996","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","1996","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","1995","All genders","15-24 year olds","Percent","79.7375406802875"
"MDG_Northern Africa","1995","Female","15-24 year olds","Percent","73.7699938820058"
"MDG_Northern Africa","1995","Male","15-24 year olds","Percent","85.5161549649095"
"MDG_Northern Africa","1994","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1994","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1994","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1993","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1993","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1993","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1992","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1992","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1992","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1991","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1991","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1991","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1990","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1990","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1990","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1989","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1989","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1989","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1988","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1988","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1988","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1987","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1987","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1987","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1986","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1986","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1986","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Northern Africa","1985","Female","15-24 year olds","Percent","56.602137860559"
"MDG_Northern Africa","1985","Male","15-24 year olds","Percent","77.128321442848"
"MDG_Northern Africa","1985","All genders","15-24 year olds","Percent","67.12846832019"
"MDG_Oceania","2014","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2014","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2014","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2012","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2012","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2012","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2011","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2011","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2011","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2010","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2010","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2010","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2009","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2009","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2009","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2008","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2008","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2008","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2007","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2007","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2007","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2006","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2006","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2006","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2005","Female","15-24 year olds","Percent","80.2605027211912"
"MDG_Oceania","2005","Male","15-24 year olds","Percent","74.4061202406934"
"MDG_Oceania","2005","All genders","15-24 year olds","Percent","77.2406442974533"
"MDG_Oceania","2004","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","2004","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","2004","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","2003","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","2003","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","2003","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","2002","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","2002","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","2002","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","2001","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","2001","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","2001","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","2000","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","2000","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","2000","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","1999","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","1999","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","1999","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","1998","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","1998","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","1998","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","1997","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","1997","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","1997","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","1996","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Oceania","1996","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","1996","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","1995","Female","15-24 year olds","Percent","72.6162423185347"
"MDG_Oceania","1995","All genders","15-24 year olds","Percent","74.7329645433403"
"MDG_Oceania","1995","Male","15-24 year olds","Percent","76.7485837118241"
"MDG_Small island developing States","2014","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2014","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2014","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2012","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2012","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2012","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2011","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2011","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2011","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2010","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2010","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2010","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2009","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2009","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2009","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2008","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2008","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2008","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2007","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2007","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2007","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2006","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2006","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2006","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2005","Female","15-24 year olds","Percent","88.8405679497221"
"MDG_Small island developing States","2005","All genders","15-24 year olds","Percent","88.5963788142482"
"MDG_Small island developing States","2005","Male","15-24 year olds","Percent","88.3989156673323"
"MDG_Small island developing States","2004","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","2004","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","2004","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","2003","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","2003","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","2003","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","2002","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","2002","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","2002","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","2001","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","2001","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","2001","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","2000","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","2000","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","2000","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1999","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","1999","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1999","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","1998","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","1998","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1998","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","1997","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","1997","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1997","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","1996","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_Small island developing States","1996","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1996","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","1995","All genders","15-24 year olds","Percent","88.2673275682775"
"MDG_Small island developing States","1995","Female","15-24 year olds","Percent","87.8551632151319"
"MDG_Small island developing States","1995","Male","15-24 year olds","Percent","88.7649138064051"
"MDG_South-eastern Asia","2014","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2014","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2014","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2012","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2012","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2012","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2011","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2011","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2011","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2010","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2010","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2010","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2009","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2009","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2009","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2008","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2008","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2008","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2007","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2007","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2007","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2006","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2006","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2006","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2005","Male","15-24 year olds","Percent","97.3746493992762"
"MDG_South-eastern Asia","2005","All genders","15-24 year olds","Percent","97.3197112868772"
"MDG_South-eastern Asia","2005","Female","15-24 year olds","Percent","97.2624382966575"
"MDG_South-eastern Asia","2004","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","2004","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","2004","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","2003","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","2003","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","2003","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","2002","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","2002","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","2002","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","2001","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","2001","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","2001","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","2000","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","2000","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","2000","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1999","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1999","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","1999","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","1998","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","1998","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","1998","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1997","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1997","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","1997","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","1996","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","1996","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","1996","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1995","All genders","15-24 year olds","Percent","96.2968399706909"
"MDG_South-eastern Asia","1995","Male","15-24 year olds","Percent","96.5551679766712"
"MDG_South-eastern Asia","1995","Female","15-24 year olds","Percent","96.0449777634876"
"MDG_South-eastern Asia","1994","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1994","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1994","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1993","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1993","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1993","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1992","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1992","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1992","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1991","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1991","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1991","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1990","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1990","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1990","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1989","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1989","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1989","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1988","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1988","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1988","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1987","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1987","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1987","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1986","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_South-eastern Asia","1986","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1986","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1985","All genders","15-24 year olds","Percent","91.6404938412783"
"MDG_South-eastern Asia","1985","Male","15-24 year olds","Percent","93.447457010036"
"MDG_South-eastern Asia","1985","Female","15-24 year olds","Percent","89.8350085657767"
"MDG_Southern Asia","2014","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2014","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2014","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2012","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2012","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2012","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2011","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2011","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2011","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2010","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2010","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2010","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2009","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2009","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2009","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2008","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2008","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2008","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2007","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2007","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2007","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2006","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2006","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2006","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2005","Female","15-24 year olds","Percent","74.4264808653768"
"MDG_Southern Asia","2005","Male","15-24 year olds","Percent","86.2801314514221"
"MDG_Southern Asia","2005","All genders","15-24 year olds","Percent","80.1530865031794"
"MDG_Southern Asia","2004","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","2004","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","2004","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","2003","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","2003","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","2003","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","2002","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","2002","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","2002","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","2001","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","2001","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","2001","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","2000","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","2000","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","2000","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1999","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1999","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","1999","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","1998","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","1998","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1998","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","1997","Female","15-24 year olds","Percent","65.694625948783"
"MDG_Southern Asia","1997","Male","15-24 year olds","Percent","81.3052298003234"
"MDG_Southern Asia","1997","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","1996","All genders","15-24 year olds","Percent","73.813103050024"
"MDG_Southern Asia","1996","Female","15-24 year olds","Percent","65.694625948783"
